school_id,school_name,url,is_enabled
1334,Alma College,https://almascots.com/staff-directory,1
670,College of Southern Maryland,https://athletics.csmd.edu/information/directory/index,1
402,Georgia Southern University (GSU),https://gseagles.com/staff-directory,1
932,Scottsdale Community College,https://www.gochokes.com/information/directory/index,1
1185,Heidelberg University (BERG),https://bergathletics.com/staff-directory,1
6,Baylor University (BU),https://baylorbears.com/staff-directory,1
1977,Vermont State University-Johnson (NVU-J),https://nvubadgers.com/information/directory/index,1
152,University of Connecticut (UConn),https://uconnhuskies.com/staff-directory#development-husky-athletic-fund-phone-877-288-2666fax-860-486-3251-mailing-address-2390-alumni-drive-unit-3206-storrs-ct-06269,1
935,Seward County Community College,https://sewardsaints.com/information/directory/index,1
801,University of Oklahoma (OU),https://soonersports.com/staff-directory,1
673,Garden City Community College,https://www.gobroncbusters.com/information/directory/index,1
1322,Washington College (Maryland),https://washcollsports.com/staff-directory,1
1855,"University of California, Santa Cruz",https://goslugs.com/staff-directory,1
1581,Porterville College,https://portervillepirates.com/information/directory/index,1
1328,State University of New York at Oneonta (OSC),https://oneontaathletics.com/staff-directory,1
1593,Brewton-Parker College,https://bpcathletics.com/staff-directory,1
414,Valdosta State University (VSU),https://vstateblazers.com/staff-directory,1
140,Saint Joseph's College (Maine),https://gomonks.com/staff-directory,1
2099,University of Saint Joseph (Connecticut) (USJ),https://www.usjbluejays.com/information/staffdirectory/index,1
658,The College of St. Scholastica (CSS),https://csssaints.com/staff-directory,1
530,Campbellsville University,https://campbellsvilletigers.com/staff-directory,1
1054,Eastern University (EU),https://goeasterneagles.com/staff-directory,1
676,Northern State University (NSU),https://nsuwolves.com/staff-directory,1
15,University of the Cumberlands,https://cumberlandspatriots.com/staff-directory,1
1843,Westminster University (Utah) (WC),https://westminstergriffins.com/staff-directory,1
2111,SCAD Atlanta,https://atlanta.scadathletics.com/staff-directory,1
18,Pennsylvania College of Technology (PCT),https://pctwildcats.com/staff-directory,1
1197,Southwestern Oklahoma State University (SWOSU),https://swosuathletics.com/staff-directory,1
2233,Feather River College,https://athletics.frc.edu/information/directory/index,1
280,Keystone College (KC),https://www.gokcgiants.com/staff,1
268,Shippensburg University of Pennsylvania (SHIP),https://shipraiders.com/staff-directory,1
938,Shorter College,https://goshorterhawks.com/staff-directory,1
1051,Davenport University (DU),https://dupanthers.com/staff-directory,1
1453,Santa Ana College,https://www.sacdons.com/information/directory/index,1
1459,Sacramento City College,https://www.sccpanthers.com/information/directory/index,1
